barcode,foodcode,usdadescmain,hei_score
020735093870,92301060.0,"Tea, NS as to type, presweetened with sugar",0.05
020735093405,92307500.0,"Half and Half beverage, half iced tea and half fruit juice drink (lemonade)",0.06
016000281660,41435000.0,Fiber One Fulfill Bar,0.15
072700007856,11382.0,"Potatoes, mashed, dehydrated, granules with milk, dry form",0.31
072700000116,6128.0,"Soup, chicken noodle, dry, mix",0.19
043000206362,91500200.0,"Gelatin powder, sweetened, dry",0.28
043000206379,91500200.0,"Gelatin powder, sweetened, dry",0.28
043000206386,91500200.0,"Gelatin powder, sweetened, dry",0.28
046000295480,52215300.0,"Taco shell, corn",0.17
072700000161,54307000.0,"Crackers, matzo",0.14
040000004318,91746100.0,M&M's Milk Chocolate Candies (formerly M&M's Plain Chocolate Candies),0.34
078000011821,92410510.0,"Soft drink, fruit-flavored, caffeine free",0.01
054100018205,75503020.0,"Cucumber pickles, relish",0.12
744473912100,11553000.0,"Fruit smoothie drink, made with fruit or fruit juice and dairy products",0.03
029000073135,42111200.0,"Peanuts, dry roasted, salted",0.05
688267017933,54202010.0,"Crackers, saltine, low sodium",0.08
688267048715,92191100.0,"Coffee, dry instant powder, regular",0.11
078000152166,92410610.0,Ginger ale,0.0
082657194738,92410210.0,"Carbonated water, unsweetened",0.02
082657710167,92410210.0,"Carbonated water, unsweetened",0.02
044700061893,25231110.0,"Beef, sliced, prepackaged or deli, luncheon meat",0.19
044700061916,25230900.0,"Turkey or chicken breast, prepackaged or deli, luncheon meat",0.1
077400661100,25230900.0,"Turkey or chicken breast, prepackaged or deli, luncheon meat",0.05
688267088803,25231110.0,"Beef, sliced, prepackaged or deli, luncheon meat",0.19
738912022314,28110370.0,"Salisbury steak with gravy, macaroni and cheese, vegetable (frozen meal)",0.09
738912022321,28140730.0,"Chicken patty, breaded, with tomato sauce and cheese, fettuccine alfredo, vegetable (frozen meal)",0.09
738912022352,28145210.0,"Turkey with gravy, dressing, potatoes, vegetable (frozen meal)",0.11
738912022444,27341025.0,"Chicken or turkey, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), gravy (mixture)",0.11
688267091926,14107030.0,"Cheese, Mozzarella, part skim",0.17
021000623327,14104010.0,"Cheese, natural, Cheddar or American type",0.19
041331124355,16033.0,"Beans, kidney, red, mature seeds, cooked, boiled, without salt",0.12
077975087862,54408010.0,"Pretzels, hard",0.1
082100738175,93401010.0,"Wine, table, red",0.05
071279261119,72116000.0,"Endive, chicory, escarole, or romaine lettuce, raw",0.25
071319000555,51401010.0,"Bread, rye",0.05
077975087893,54408010.0,"Pretzels, hard",0.1
051000065094,58306020.0,"Beef enchilada, chili gravy, rice, refried beans (frozen meal)",0.07
043000004890,92193000.0,"Coffee, dry instant powder, with whitener and sugar",0.13
028000244026,91705020.0,"Milk chocolate candy, with cereal",0.14
028000300777,91705020.0,"Milk chocolate candy, with cereal",0.14
073220243144,92410620.0,"Ginger ale, sugar-free",0.02
070784010847,14010100.0,"Cheese, Cheddar or American type, NS as to natural or processed",0.11
180411000216,11100000.0,"Milk, NFS",0.01
874360000501,75115000.0,"Mushrooms, raw",0.38
018627386896,53540802.0,Kashi TLC Chewy Granola Bar,0.23
073800004370,92410510.0,"Soft drink, fruit-flavored, caffeine free",0.01
041710227981,92410510.0,"Soft drink, fruit-flavored, caffeine free",0.04
739455004317,51601020.0,"Bread, multigrain",0.06
043000794609,92191100.0,"Coffee, dry instant powder, regular",0.17
028400099844,71201015.0,"White potato chips, regular cut",0.29
028400099868,71201015.0,"White potato chips, regular cut",0.3
681131894760,58106650.0,"Pizza with extra meat, thin crust",0.02
845901000182,76102010.0,"Spinach, creamed, baby food, strained",0.62
845901000045,67100100.0,"Fruit, baby food, NFS",0.55
762111206114,92191100.0,"Coffee, dry instant powder, regular",0.11
075450085150,81101100.0,"Butter, stick, unsalted",0.08
052548507305,92530510.0,"Cranberry juice drink or cocktail, with high vitamin C",0.07
078883111106,92191100.0,"Coffee, dry instant powder, regular",0.39
078250003348,93101000.0,Beer,0.03
040000002376,91746100.0,M&M's Milk Chocolate Candies (formerly M&M's Plain Chocolate Candies),0.98
041130144707,22959.0,"Macaroni and cheese dinner with dry sauce mix, boxed, uncooked",0.03
024100705665,54304000.0,"Cracker, cheese",0.15
021130157617,22701040.0,"Pork, spareribs, barbecued, with sauce, lean and fat eaten",0.04
742365024405,11111000.0,"Milk, cow's, fluid, whole",0.01
050255019005,91705040.0,"Chocolate, milk, with nuts, not almond or peanuts",0.31
070470006581,11433500.0,"Yogurt, fruit variety, nonfat milk, sweetened with low-calorie sweetener",0.34
070852309002,12130100.0,"Cream, heavy, fluid",0.16
072554111860,13120500.0,Ice cream sandwich,0.09
072830400275,11430000.0,"Yogurt, fruit variety, NS as to type  of milk",0.23
046567602820,53105050.0,"Cake, chocolate, devil's food, or fudge, made from home recipe or purchased ready-to-eat, NS as to icing",0.06
717854105729,58133120.0,"Manicotti, cheese-filled, with tomato sauce, meatless",0.15
050000356034,11830800.0,"Instant breakfast, powder, not reconstituted",0.07
044989004512,2034.0,"Spices, poultry seasoning",1.35
044989203410,2014.0,"Spices, cumin seed",2.27
078742373393,14203010.0,"Cheese, cottage, dry curd",0.06
041224408203,75201030.0,Artichoke salad in oil,0.29
021131509088,53381000.0,"Pie, lemon meringue",0.12
083120002017,93401020.0,"Wine, table, white",0.01
071195012161,11112210.0,"Milk, cow's, fluid, 1% fat",0.01
070253284915,75503010.0,"Cucumber pickles, dill",0.04
834259005260,92191100.0,"Coffee, dry instant powder, regular",0.22
099555008029,11830100.0,"Cocoa (or chocolate) with dry milk and sugar, dry mix, not reconstituted",0.13
048000000743,26303180.0,"Clams, canned",0.2
070784252087,75603030.0,"Celery soup, cream of, canned, undiluted",0.13
753792002652,64100110.0,"Fruit juice blend, 100% juice",0.02
037600354141,22600100.0,"Bacon, NS as to type of meat, cooked",0.42
016000431638,41810250.0,"Bacon bits, meatless",0.4
070784003009,54313000.0,"Crackers, oyster",0.08
747599303166,91760500.0,Truffles,0.22
049022570733,54408250.0,"Pretzel, yogurt-covered",0.13
719665000590,11220000.0,"Milk, condensed, sweetened (formerly NS as to dilution)",0.09
039272007608,25221840.0,"Turkey breakfast sausage, bulk, patty or link, cooked",0.1
041498191696,51180010.0,Bagel,0.03
041498141523,11511400.0,"Milk, chocolate, lowfat milk-based",0.02
041498185008,54408010.0,"Pretzels, hard",0.06
041498195120,54401050.0,"Salty snacks, corn or cornmeal base, corn puffs and twists; corn-cheese puffs and twists",0.14
077567132253,13120100.0,"Ice cream bar or stick, chocolate covered",0.13
072180632432,58106505.0,"Pizza with meat, prepared from frozen, thick crust",0.09
884395207721,41104020.0,"Pinto, calico, or red Mexican beans, dry, cooked, fat not added in cooking",0.06
661440000212,91101010.0,"Sugar, white, granulated or lump",0.01
745042140276,20036.0,"Rice, brown, long-grain, raw",0.12
011110099532,51185000.0,Croutons,0.21
048001270725,42202000.0,Peanut butter,0.04
011110977755,25230210.0,"Ham, sliced, prepackaged or deli, luncheon meat",0.07
028400026956,22709010.0,"Pork skin, rinds, deep-fried",0.74
051933117402,74301100.0,Tomato juice,0.03
041300101325,51101000.0,"Bread, white",0.06
041498171025,11423000.0,"Yogurt, vanilla, lemon, maple, or coffee flavor, nonfat milk",0.04
041498148249,51201010.0,"Bread, whole wheat, 100%",0.18
078742981147,51107010.0,"Bread, French or Vienna",0.06
028400051606,54402600.0,"Salty snacks, multigrain, whole grain, chips (made with whole corn, whole wheat, rice flour, and whole oat flour)",0.42
036800900189,14010100.0,"Cheese, Cheddar or American type, NS as to natural or processed",0.17
020000001999,75214000.0,"Cauliflower, cooked, NS as to form, NS as to fat added in cooking",0.15
077567046123,13110100.0,"Ice cream, regular, flavors other than chocolate",0.12
013120007842,71501000.0,"White potato, mashed, NFS",0.07
072180631046,58106260.0,"Pizza, extra cheese, thick crust",0.09
013800190215,28160650.0,Stuffed green pepper (frozen meal),0.04
013800554789,27112010.0,Salisbury steak with gravy (mixture),0.04
078742228822,61210220.0,"Orange juice, canned, bottled or in a carton",0.03
049000024708,92410510.0,"Soft drink, fruit-flavored, caffeine free",0.01
020662000286,74404010.0,"Spaghetti sauce, meatless",0.04
020000104195,75216113.0,"Corn, yellow, cooked, from canned, fat not added in cooking",0.14
078742074870,75506010.0,Mustard,0.15
078742369730,75510010.0,"Olives, green",0.22
001200000234,92410550.0,"Soft drink, fruit flavored, caffeine containing",0.01
027000485859,54403000.0,"Popcorn, popped in oil, unbuttered",0.08
071100005516,83112500.0,Creamy dressing,0.08
002840003876,54401080.0,"Salty snacks, corn or cornmeal base, tortilla chips",0.12
023000434163,54401210.0,"Salty snacks, corn based puffs and twists, cheese puffs and twists, lowfat",0.21
013120013218,73410300.0,"Sweet potato, french fries",0.1
021130067664,14108010.0,"Cheese, Parmesan, dry grated",0.23
077661003138,83102000.0,Caesar dressing,0.1
074714085530,51185000.0,Croutons,0.21
015300430617,22998.0,"Rice and vermicelli mix, chicken flavor, unprepared",0.13
077567022882,63420200.0,"Fruit juice bar, frozen, sweetened with low calorie sweetener, flavors other than orange",0.03
021130983599,72116000.0,"Endive, chicory, escarole, or romaine lettuce, raw",0.11
015000047689,57807010.0,"Whole wheat cereal with apples, baby food, dry, instant",0.27
015000073305,67108010.0,"Peaches, baby food, strained",0.29
015000073169,76409010.0,"Peas, baby food, strained",0.27
015000073121,76401010.0,"Beans, green string, baby food, strained",0.27
017400118105,20044.0,"Rice, white, long-grain, regular, raw, enriched",0.04
789785019628,13135000.0,"Ice cream sandwich, made with light ice cream, flavors other than chocolate",0.07
041262286306,71201020.0,"White potato chips, ruffled, rippled, or crinkle cut",0.5
011225053399,91611000.0,Ice pop,0.01
073675042231,25230210.0,"Ham, sliced, prepackaged or deli, luncheon meat",0.12
009300128339,75503010.0,"Cucumber pickles, dill",0.01
076114330326,2034.0,"Spices, poultry seasoning",0.12
036800375161,82101000.0,"Vegetable oil, NFS",0.03
073675031600,25210280.0,"Frankfurter or hot dog, meat and poultry",0.1
036800329072,83107000.0,"Mayonnaise, regular",0.06
076114330371,6957.0,"Gravy, brown instant, dry",0.04
041262270503,54401210.0,"Salty snacks, corn based puffs and twists, cheese puffs and twists, lowfat",0.3
070990004524,81103040.0,"Margarine-like spread, stick, salted",0.09
036800041257,74401010.0,Tomato catsup,0.04
011225646393,74406010.0,Barbecue sauce,0.06
041262270428,71201015.0,"White potato chips, regular cut",0.5
041262271890,71201015.0,"White potato chips, regular cut",0.38
051900801068,25230900.0,"Turkey or chicken breast, prepackaged or deli, luncheon meat",0.1
082011911025,53206000.0,"Cookie, chocolate chip",0.08
072250025614,51150000.0,"Roll, white, soft",0.06
072392317240,92900110.0,"Fruit-flavored beverage, dry concentrate, with sugar, not reconstituted",7.05
072392312733,92900110.0,"Fruit-flavored beverage, dry concentrate, with sugar, not reconstituted",7.05
072392317219,92900110.0,"Fruit-flavored beverage, dry concentrate, with sugar, not reconstituted",7.05
072392312726,92900110.0,"Fruit-flavored beverage, dry concentrate, with sugar, not reconstituted",7.05
075460927105,92410550.0,"Soft drink, fruit flavored, caffeine containing",0.01
075460927150,92410340.0,"Soft drink, cola-type, decaffeinated",0.0
076114330012,41810250.0,"Bacon bits, meatless",0.29
030300017026,27111420.0,Chili con carne without beans,0.16
070038332572,22959.0,"Macaroni and cheese dinner with dry sauce mix, boxed, uncooked",0.13
075951063817,11100000.0,"Milk, NFS",0.01
041800218004,64116020.0,Grape juice,0.03
042200027012,92410710.0,Root beer,0.01
075460920229,92410510.0,"Soft drink, fruit-flavored, caffeine free",0.01
070810002099,12120100.0,"Cream, half and half",0.1
041290000035,12130100.0,"Cream, heavy, fluid",0.08
079801987889,54325000.0,"Crackers, saltine",0.06
652729103137,11220000.0,"Milk, condensed, sweetened (formerly NS as to dilution)",0.09
052500005559,2026.0,"Spices, onion powder",0.83
041290013110,51150000.0,"Roll, white, soft",0.05
011110067456,51107010.0,"Bread, French or Vienna",0.07
016000169203,22959.0,"Macaroni and cheese dinner with dry sauce mix, boxed, uncooked",0.15
015400003247,14010100.0,"Cheese, Cheddar or American type, NS as to natural or processed",0.04
015400020435,11830100.0,"Cocoa (or chocolate) with dry milk and sugar, dry mix, not reconstituted",0.27
024300031656,57227000.0,"Granola, NFS",0.14
889379125008,74406010.0,Barbecue sauce,0.13
041144179733,53204000.0,"Cookie, brownie, NS as to icing",0.06
073731007648,54401080.0,"Salty snacks, corn or cornmeal base, tortilla chips",0.13
048564001187,22709010.0,"Pork skin, rinds, deep-fried",0.22
011150372077,94100100.0,"Water, bottled, unsweetened",0.0
794522904006,92302300.0,"Tea, leaf, presweetened with low calorie sweetener",0.12
072635000106,27510720.0,"Pizzaburger (hamburger, cheese, sauce) on whole bun",0.06
011150480314,41205070.0,Hummus,0.26
051500241578,91304090.0,"Topping, chocolate flavored hazelnut spread",0.08
042272002504,58160220.0,"Rice with vegetables, tomato-based sauce (mixture)",0.15
747599312892,91705300.0,"Chocolate, sweet or dark",0.15
022000122308,91750000.0,Taffy,0.09
011110825216,82104000.0,Olive oil,0.05
040000467083,91746100.0,M&M's Milk Chocolate Candies (formerly M&M's Plain Chocolate Candies),0.33
072350060010,11511000.0,"Milk, chocolate, NFS",0.02
036632025159,11432000.0,"Yogurt, fruit variety, lowfat milk",0.06
076808533606,20099.0,"Macaroni, dry, enriched",0.09
076808000238,58134680.0,"Tortellini, cheese-filled, no sauce",0.13
076808000320,20099.0,"Macaroni, dry, enriched",0.09
755763000018,83112990.0,Sesame dressing,0.11
078000017298,92410510.0,"Soft drink, fruit-flavored, caffeine free",0.01
071430010723,75113080.0,"Lettuce, arugula, raw",0.41
071430010549,75114000.0,"Mixed salad greens, raw",0.36
020735110218,13110100.0,"Ice cream, regular, flavors other than chocolate",0.04
021000623808,14104010.0,"Cheese, natural, Cheddar or American type",0.15
021000623815,14104010.0,"Cheese, natural, Cheddar or American type",0.15
024000011484,61104230.0,"Grapefruit and orange sections, cooked, canned, or frozen, in light syrup",0.14
012000001666,92410560.0,"Soft drink, fruit flavored, caffeine containing, sugar-free",0.01
022000004864,91802000.0,"Chewing gum, sugarless",1.64
011822601139,42111100.0,"Peanuts, roasted, salted",0.85
082086264040,11113000.0,"Milk, cow's, fluid, skim or nonfat, 0.5% or less butterfat",0.01
074445003186,75219013.0,"Mushrooms, cooked, from canned, fat not added in cooking",0.38
030914002500,75510020.0,"Olives, black",0.68
078006008269,2009.0,"Spices, chili powder",0.45
038817002030,53450500.0,"Turnover or dumpling, cherry",0.26
054100011602,75503010.0,"Cucumber pickles, dill",0.08
021000644216,83106000.0,"Italian dressing, made with vinegar and oil",0.1
688267032141,75143000.0,"Lettuce, salad with assorted vegetables including tomatoes and/or carrots, no dressing",0.12
012000504082,92410550.0,"Soft drink, fruit flavored, caffeine containing",0.01
688267033315,91708030.0,Fruit leather and fruit snacks candy,0.37
026400493181,12210210.0,"Cream substitute, flavored, liquid",0.04
070247817006,25210210.0,"Frankfurter or hot dog, beef",0.06
068938001254,51150000.0,"Roll, white, soft",0.05
076721404663,54401210.0,"Salty snacks, corn based puffs and twists, cheese puffs and twists, lowfat",0.2
072250903141,53520120.0,"Doughnut, chocolate, cake type",0.08
045000011113,53520110.0,"Doughnut, cake type",0.04
078742123769,91107000.0,"Sucralose-based sweetener, sugar substitute",0.12
041498142162,14104200.0,"Cheese, Colby",0.19
041498110901,54001000.0,"Crackers, NS as to sweet or nonsweet",0.16
041498150297,41205050.0,"Bean dip, made with refried beans",0.07
797734884982,93101000.0,Beer,0.01
049900272681,11115300.0,"Buttermilk, fluid, whole",0.04
078354224045,12310100.0,Sour cream,0.08
024000507864,63311110.0,"Fruit cocktail, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener",0.08
041548750958,63420110.0,"Fruit juice bar, frozen, flavor other than orange",0.09
070470443423,11432000.0,"Yogurt, fruit variety, lowfat milk",0.09
078800112117,11112110.0,"Milk, cow's, fluid, 2% fat",0.02
026825008151,58133120.0,"Manicotti, cheese-filled, with tomato sauce, meatless",0.07
077644301329,74404010.0,"Spaghetti sauce, meatless",0.04
073472001318,51129010.0,"Bread, raisin",0.06
011110893055,81101000.0,"Butter, stick, salted",0.08
011110435125,12120100.0,"Cream, half and half",0.1
078000063462,92410350.0,"Soft drink, cola-type, decaffeinated, sugar-free",0.01
